operation,eseName,repsCode,sedeName,municipalityCodigo,municipalityId,serviceName,bedTypeName,initial,current,projected
sedeService,E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ,,E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ,25053,25053,TOMA DE MUESTRAS DE CUELLO UTERINO Y GINECOLÓGICAS,,1,,
sedeService,E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ,,E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ,25053,25053,TOMA DE MUESTRAS DE LABORATORIO CLÍNICO,,1,,
sedeService,E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ,,E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ,25053,25053,TRANSPORTE ASISTENCIAL BASICO,,1,,
sedeService,E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ,,E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ,25053,25053,URGENCIAS,,1,,
sedeService,E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ,,E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ,25053,25053,VACUNACIÓN,,1,,
sedeService,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,2512600353,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,25126,25126,Adultos,,9,,
sedeService,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,25126,25126,Pediátrica,,2,,
sedeService,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,25126,25126,ATENCIÓN DEL PARTO,,1,,
sedeService,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,25126,25126,CARDIOLOGÍA,,1,,
sedeService,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,25126,25126,DIAGNÓSTICO VASCULAR,,1,,
sedeService,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,25126,25126,ENFERMERÍA,,1,,
sedeService,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,25126,25126,FISIOTERAPIA,,1,,
sedeService,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,25126,25126,FONOAUDIOLOGÍA Y/O TERAPIA DEL LENGUAJE,,1,,
sedeService,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,25126,25126,GINECOBSTETRICIA,,1,,
sedeService,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,25126,25126,HOSPITALIZACIÓN ADULTOS,,1,,
sedeService,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,25126,25126,HOSPITALIZACIÓN PEDIÁTRICA,,1,,
sedeService,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,25126,25126,IMÁGENES DIAGNOSTICAS - IONIZANTES,,1,,
sedeService,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,25126,25126,IMÁGENES DIAGNOSTICAS - NO IONIZANTES,,1,,
sedeService,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,25126,25126,LABORATORIO CLÍNICO,,1,,
sedeService,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,25126,25126,MEDICINA FAMILIAR,,1,,
sedeService,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,25126,25126,MEDICINA GENERAL,,1,,
sedeService,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,25126,25126,MEDICINA INTERNA,,1,,
sedeService,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,25126,25126,NUTRICIÓN Y DIETÉTICA,,1,,
sedeService,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,25126,25126,ODONTOLOGÍA GENERAL,,1,,
sedeService,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,25126,25126,OPTOMETRÍA,,1,,
sedeService,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,25126,25126,ORTOPEDIA Y/O TRAUMATOLOGÍA,,1,,
sedeService,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,25126,25126,OTORRINOLARINGOLOGÍA,,1,,
sedeService,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,25126,25126,PEDIATRÍA,,1,,
sedeService,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,25126,25126,PSICOLOGÍA,,1,,
sedeService,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,25126,25126,PSIQUIATRÍA,,1,,
sedeService,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,25126,25126,SERVICIO FARMACÉUTICO,,1,,
sedeService,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,25126,25126,TOMA DE MUESTRAS DE CUELLO UTERINO Y GINECOLÓGICAS,,1,,
sedeService,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,25126,25126,TOMA DE MUESTRAS DE LABORATORIO CLÍNICO,,1,,
sedeService,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,25126,25126,TRANSPORTE ASISTENCIAL BASICO,,1,,
sedeService,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,25126,25126,URGENCIAS,,1,,
sedeService,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,25126,25126,VACUNACIÓN,,1,,
sedeService,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,25126,25126,Adultos,,41,,
sedeService,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,25126,25126,Intensiva Adultos,,6,,
sedeService,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,25126,25126,Intermedia Adultos,,7,,
sedeService,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,25126,25126,Pediátrica,,5,,
sedeService,E.S.E. HOSPITAL SAN RAFAEL DE CAQUEZA,,E.S.E. HOSPITAL SAN RAFAEL DE CAQUEZA,25151,25151,ANESTESIA,,1,,
sedeService,E.S.E. HOSPITAL SAN RAFAEL DE CAQUEZA,,E.S.E. HOSPITAL SAN RAFAEL DE CAQUEZA,25151,25151,ATENCIÓN DEL PARTO,,1,,
sedeService,E.S.E. HOSPITAL SAN RAFAEL DE CAQUEZA,,E.S.E. HOSPITAL SAN RAFAEL DE CAQUEZA,25151,25151,CARDIOLOGÍA,,1,,
sedeService,E.S.E. HOSPITAL SAN RAFAEL DE CAQUEZA,,E.S.E. HOSPITAL SAN RAFAEL DE CAQUEZA,25151,25151,CIRUGÍA DERMATOLÓGICA,,1,,
sedeService,E.S.E. HOSPITAL SAN RAFAEL DE CAQUEZA,,E.S.E. HOSPITAL SAN RAFAEL DE CAQUEZA,25151,25151,CIRUGÍA GASTROINTESTINAL,,1,,
sedeService,E.S.E. HOSPITAL SAN RAFAEL DE CAQUEZA,,E.S.E. HOSPITAL SAN RAFAEL DE CAQUEZA,25151,25151,CIRUGÍA GENERAL,,2,,
sedeService,E.S.E. HOSPITAL SAN RAFAEL DE CAQUEZA,,E.S.E. HOSPITAL SAN RAFAEL DE CAQUEZA,25151,25151,CIRUGÍA GINECOLÓGICA,,1,,
sedeService,E.S.E. HOSPITAL SAN RAFAEL DE CAQUEZA,,E.S.E. HOSPITAL SAN RAFAEL DE CAQUEZA,25151,25151,CIRUGÍA MAXILOFACIAL,,2,,
sedeService,E.S.E. HOSPITAL SAN RAFAEL DE CAQUEZA,,E.S.E. HOSPITAL SAN RAFAEL DE CAQUEZA,25151,25151,CIRUGÍA OFTALMOLÓGICA,,1,,
sedeService,E.S.E. HOSPITAL SAN RAFAEL DE CAQUEZA,,E.S.E. HOSPITAL SAN RAFAEL DE CAQUEZA,25151,25151,CIRUGÍA ORAL,,2,,
