 ESE Hospital;codigo REPS Prestador;Sede;codigo Municipio;municipio;variables Camas - Servicios;inicial;actual;proyectado
SANATORIO DE AGUA DE DIOS E.S.E.;;SANATORIO DE AGUA DE DIOS E.S.E.;25001;AGUA DE DIOS;TRANSPORTE ASISTENCIAL BASICO;1;;
SANATORIO DE AGUA DE DIOS E.S.E.;;SANATORIO DE AGUA DE DIOS E.S.E.;25001;AGUA DE DIOS;URGENCIAS;1;;
SANATORIO DE AGUA DE DIOS E.S.E.;;SANATORIO DE AGUA DE DIOS E.S.E.;25001;AGUA DE DIOS;VACUNACIÓN;1;;
SANATORIO DE AGUA DE DIOS E.S.E.;;CENTRO DE SALUD JOHAN DE AGUA DE DIOS - (250010002702;25001;AGUA DE DIOS;ENFERMERÍA;1;;
SANATORIO DE AGUA DE DIOS E.S.E.;;CENTRO DE SALUD JOHAN DE AGUA DE DIOS - (250010002702;25001;AGUA DE DIOS;MEDICINA GENERAL;1;;
SANATORIO DE AGUA DE DIOS E.S.E.;;CENTRO DE SALUD JOHAN DE AGUA DE DIOS - (250010002702;25001;AGUA DE DIOS;PSICOLOGÍA;1;;
SANATORIO DE AGUA DE DIOS E.S.E.;;CENTRO DE SALUD JOHAN DE AGUA DE DIOS - (250010002702;25001;AGUA DE DIOS;TOMA DE MUESTRAS DE CUELLO UTERINO Y GINECOLÓGICAS;1;;
SANATORIO DE AGUA DE DIOS E.S.E.;;CENTRO DE SALUD JOHAN DE AGUA DE DIOS - (250010002702;25001;AGUA DE DIOS;TOMA DE MUESTRAS DE LABORATORIO CLÍNICO;1;;
SANATORIO DE AGUA DE DIOS E.S.E.;;CENTRO DE SALUD JOHAN DE AGUA DE DIOS - (250010002702;25001;AGUA DE DIOS;URGENCIAS;1;;
SANATORIO DE AGUA DE DIOS E.S.E.;;CENTRO DE SALUD JOHAN DE AGUA DE DIOS - (250010002702;25001;AGUA DE DIOS;VACUNACIÓN;1;;
E.S.E. HOSPITAL SAN ANTONIO DE ANOLAIMA;2504000352;E.S.E. HOSPITAL SAN ANTONIO DE ANOLAIMA;25040;ANOLAIMA;Adultos;8;;
E.S.E. HOSPITAL SAN ANTONIO DE ANOLAIMA;;E.S.E. HOSPITAL SAN ANTONIO DE ANOLAIMA;25040;ANOLAIMA;Pediátrica;1;;
E.S.E. HOSPITAL SAN ANTONIO DE ANOLAIMA;;E.S.E. HOSPITAL SAN ANTONIO DE ANOLAIMA;25040;ANOLAIMA;ATENCIÓN DEL PARTO;1;;
E.S.E. HOSPITAL SAN ANTONIO DE ANOLAIMA;;E.S.E. HOSPITAL SAN ANTONIO DE ANOLAIMA;25040;ANOLAIMA;ENFERMERÍA;1;;
E.S.E. HOSPITAL SAN ANTONIO DE ANOLAIMA;;E.S.E. HOSPITAL SAN ANTONIO DE ANOLAIMA;25040;ANOLAIMA;FISIOTERAPIA;1;;
E.S.E. HOSPITAL SAN ANTONIO DE ANOLAIMA;;E.S.E. HOSPITAL SAN ANTONIO DE ANOLAIMA;25040;ANOLAIMA;GINECOBSTETRICIA;1;;
E.S.E. HOSPITAL SAN ANTONIO DE ANOLAIMA;;E.S.E. HOSPITAL SAN ANTONIO DE ANOLAIMA;25040;ANOLAIMA;HOSPITALIZACIÓN ADULTOS;1;;
E.S.E. HOSPITAL SAN ANTONIO DE ANOLAIMA;;E.S.E. HOSPITAL SAN ANTONIO DE ANOLAIMA;25040;ANOLAIMA;HOSPITALIZACIÓN PEDIÁTRICA;1;;
E.S.E. HOSPITAL SAN ANTONIO DE ANOLAIMA;;E.S.E. HOSPITAL SAN ANTONIO DE ANOLAIMA;25040;ANOLAIMA;IMÁGENES DIAGNOSTICAS - IONIZANTES;1;;
E.S.E. HOSPITAL SAN ANTONIO DE ANOLAIMA;;E.S.E. HOSPITAL SAN ANTONIO DE ANOLAIMA;25040;ANOLAIMA;IMÁGENES DIAGNOSTICAS - NO IONIZANTES;1;;
E.S.E. HOSPITAL SAN ANTONIO DE ANOLAIMA;;E.S.E. HOSPITAL SAN ANTONIO DE ANOLAIMA;25040;ANOLAIMA;LABORATORIO CLÍNICO;1;;
E.S.E. HOSPITAL SAN ANTONIO DE ANOLAIMA;;E.S.E. HOSPITAL SAN ANTONIO DE ANOLAIMA;25040;ANOLAIMA;MEDICINA GENERAL;1;;
E.S.E. HOSPITAL SAN ANTONIO DE ANOLAIMA;;E.S.E. HOSPITAL SAN ANTONIO DE ANOLAIMA;25040;ANOLAIMA;MEDICINA INTERNA;1;;
E.S.E. HOSPITAL SAN ANTONIO DE ANOLAIMA;;E.S.E. HOSPITAL SAN ANTONIO DE ANOLAIMA;25040;ANOLAIMA;NUTRICIÓN Y DIETÉTICA;1;;
E.S.E. HOSPITAL SAN ANTONIO DE ANOLAIMA;;E.S.E. HOSPITAL SAN ANTONIO DE ANOLAIMA;25040;ANOLAIMA;ODONTOLOGÍA GENERAL;1;;
E.S.E. HOSPITAL SAN ANTONIO DE ANOLAIMA;;E.S.E. HOSPITAL SAN ANTONIO DE ANOLAIMA;25040;ANOLAIMA;PEDIATRÍA;1;;
E.S.E. HOSPITAL SAN ANTONIO DE ANOLAIMA;;E.S.E. HOSPITAL SAN ANTONIO DE ANOLAIMA;25040;ANOLAIMA;PSICOLOGÍA;1;;
E.S.E. HOSPITAL SAN ANTONIO DE ANOLAIMA;;E.S.E. HOSPITAL SAN ANTONIO DE ANOLAIMA;25040;ANOLAIMA;SERVICIO FARMACÉUTICO;1;;
E.S.E. HOSPITAL SAN ANTONIO DE ANOLAIMA;;E.S.E. HOSPITAL SAN ANTONIO DE ANOLAIMA;25040;ANOLAIMA;TOMA DE MUESTRAS DE CUELLO UTERINO Y GINECOLÓGICAS;1;;
E.S.E. HOSPITAL SAN ANTONIO DE ANOLAIMA;;E.S.E. HOSPITAL SAN ANTONIO DE ANOLAIMA;25040;ANOLAIMA;TOMA DE MUESTRAS DE LABORATORIO CLÍNICO;1;;
E.S.E. HOSPITAL SAN ANTONIO DE ANOLAIMA;;E.S.E. HOSPITAL SAN ANTONIO DE ANOLAIMA;25040;ANOLAIMA;TRANSPORTE ASISTENCIAL BASICO;1;;
E.S.E. HOSPITAL SAN ANTONIO DE ANOLAIMA;;E.S.E. HOSPITAL SAN ANTONIO DE ANOLAIMA;25040;ANOLAIMA;URGENCIAS;1;;
E.S.E. HOSPITAL SAN ANTONIO DE ANOLAIMA;;E.S.E. HOSPITAL SAN ANTONIO DE ANOLAIMA;25040;ANOLAIMA;VACUNACIÓN;1;;
E.S.E. HOSPITAL SAN ANTONIO DE ANOLAIMA;;PUESTO DE SALUD LA FLORIDA;25040;ANOLAIMA;ENFERMERÍA;1;;
E.S.E. HOSPITAL SAN ANTONIO DE ANOLAIMA;;PUESTO DE SALUD LA FLORIDA;25040;ANOLAIMA;MEDICINA GENERAL;1;;
E.S.E. HOSPITAL SAN ANTONIO DE ANOLAIMA;;PUESTO DE SALUD LA FLORIDA;25040;ANOLAIMA;TOMA DE MUESTRAS DE CUELLO UTERINO Y GINECOLÓGICAS;1;;
E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ;2505300023;E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ;25053;ARBELÁEZ;Adultos;13;;
E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ;;E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ;25053;ARBELÁEZ;ANESTESIA;1;;
E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ;;E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ;25053;ARBELÁEZ;ATENCIÓN DEL PARTO;1;;
E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ;;E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ;25053;ARBELÁEZ;CARDIOLOGÍA;1;;
E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ;;E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ;25053;ARBELÁEZ;CIRUGÍA GENERAL;2;;
E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ;;E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ;25053;ARBELÁEZ;CIRUGÍA OFTALMOLÓGICA;1;;
E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ;;E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ;25053;ARBELÁEZ;DERMATOLOGÍA;1;;
E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ;;E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ;25053;ARBELÁEZ;DIAGNÓSTICO VASCULAR;1;;
E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ;;E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ;25053;ARBELÁEZ;ENDOCRINOLOGÍA;1;;
E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ;;E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ;25053;ARBELÁEZ;ENFERMERÍA;1;;
E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ;;E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ;25053;ARBELÁEZ;FISIOTERAPIA;1;;
E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ;;E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ;25053;ARBELÁEZ;GINECOBSTETRICIA;1;;
E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ;;E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ;25053;ARBELÁEZ;HOSPITALIZACIÓN ADULTOS;1;;
E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ;;E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ;25053;ARBELÁEZ;IMÁGENES DIAGNOSTICAS - IONIZANTES;1;;
E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ;;E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ;25053;ARBELÁEZ;IMÁGENES DIAGNOSTICAS - NO IONIZANTES;1;;
E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ;;E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ;25053;ARBELÁEZ;LABORATORIO CLÍNICO;1;;
E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ;;E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ;25053;ARBELÁEZ;MEDICINA FÍSICA Y REHABILITACIÓN;1;;
E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ;;E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ;25053;ARBELÁEZ;MEDICINA GENERAL;1;;
E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ;;E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ;25053;ARBELÁEZ;MEDICINA INTERNA;1;;
E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ;;E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ;25053;ARBELÁEZ;NEFROLOGÍA;1;;
E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ;;E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ;25053;ARBELÁEZ;NEUMOLOGÍA;1;;
E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ;;E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ;25053;ARBELÁEZ;NEUROLOGÍA;1;;
E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ;;E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ;25053;ARBELÁEZ;NUTRICIÓN Y DIETÉTICA;1;;
E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ;;E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ;25053;ARBELÁEZ;ODONTOLOGÍA GENERAL;1;;
E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ;;E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ;25053;ARBELÁEZ;OFTALMOLOGÍA;1;;
E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ;;E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ;25053;ARBELÁEZ;OPTOMETRÍA;1;;
E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ;;E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ;25053;ARBELÁEZ;ORTOPEDIA Y/O TRAUMATOLOGÍA;1;;
E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ;;E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ;25053;ARBELÁEZ;OTORRINOLARINGOLOGÍA;1;;
E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ;;E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ;25053;ARBELÁEZ;PEDIATRÍA;1;;
E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ;;E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ;25053;ARBELÁEZ;PSICOLOGÍA;1;;
E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ;;E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ;25053;ARBELÁEZ;PSIQUIATRÍA;1;;
E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ;;E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ;25053;ARBELÁEZ;SERVICIO FARMACÉUTICO;1;;
E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ;;E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ;25053;ARBELÁEZ;TOMA DE MUESTRAS DE CUELLO UTERINO Y GINECOLÓGICAS;1;;
E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ;;E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ;25053;ARBELÁEZ;TOMA DE MUESTRAS DE LABORATORIO CLÍNICO;1;;
E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ;;E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ;25053;ARBELÁEZ;TRANSPORTE ASISTENCIAL BASICO;1;;
E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ;;E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ;25053;ARBELÁEZ;URGENCIAS;1;;
E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ;;E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ;25053;ARBELÁEZ;VACUNACIÓN;1;;
ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA;2512600353;ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA;25126;CAJICÁ;Adultos;9;;
ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA;;ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA;25126;CAJICÁ;Pediátrica;2;;
ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA;;ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA;25126;CAJICÁ;ATENCIÓN DEL PARTO;1;;
ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA;;ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA;25126;CAJICÁ;CARDIOLOGÍA;1;;
ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA;;ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA;25126;CAJICÁ;DIAGNÓSTICO VASCULAR;1;;
ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA;;ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA;25126;CAJICÁ;ENFERMERÍA;1;;
ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA;;ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA;25126;CAJICÁ;FISIOTERAPIA;1;;
ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA;;ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA;25126;CAJICÁ;FONOAUDIOLOGÍA Y/O TERAPIA DEL LENGUAJE;1;;
ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA;;ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA;25126;CAJICÁ;GINECOBSTETRICIA;1;;
ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA;;ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA;25126;CAJICÁ;HOSPITALIZACIÓN ADULTOS;1;;
ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA;;ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA;25126;CAJICÁ;HOSPITALIZACIÓN PEDIÁTRICA;1;;
ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA;;ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA;25126;CAJICÁ;IMÁGENES DIAGNOSTICAS - IONIZANTES;1;;
ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA;;ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA;25126;CAJICÁ;IMÁGENES DIAGNOSTICAS - NO IONIZANTES;1;;
ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA;;ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA;25126;CAJICÁ;LABORATORIO CLÍNICO;1;;
ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA;;ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA;25126;CAJICÁ;MEDICINA FAMILIAR;1;;
ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA;;ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA;25126;CAJICÁ;MEDICINA GENERAL;1;;
ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA;;ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA;25126;CAJICÁ;MEDICINA INTERNA;1;;
ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA;;ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA;25126;CAJICÁ;NUTRICIÓN Y DIETÉTICA;1;;
ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA;;ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA;25126;CAJICÁ;ODONTOLOGÍA GENERAL;1;;
ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA;;ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA;25126;CAJICÁ;OPTOMETRÍA;1;;
ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA;;ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA;25126;CAJICÁ;ORTOPEDIA Y/O TRAUMATOLOGÍA;1;;
ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA;;ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA;25126;CAJICÁ;OTORRINOLARINGOLOGÍA;1;;
ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA;;ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA;25126;CAJICÁ;PEDIATRÍA;1;;
ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA;;ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA;25126;CAJICÁ;PSICOLOGÍA;1;;
ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA;;ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA;25126;CAJICÁ;PSIQUIATRÍA;1;;
ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA;;ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA;25126;CAJICÁ;SERVICIO FARMACÉUTICO;1;;
ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA;;ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA;25126;CAJICÁ;TOMA DE MUESTRAS DE CUELLO UTERINO Y GINECOLÓGICAS;1;;
ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA;;ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA;25126;CAJICÁ;TOMA DE MUESTRAS DE LABORATORIO CLÍNICO;1;;
ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA;;ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA;25126;CAJICÁ;TRANSPORTE ASISTENCIAL BASICO;1;;
ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA;;ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA;25126;CAJICÁ;URGENCIAS;1;;
ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA;;ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA;25126;CAJICÁ;VACUNACIÓN;1;;
ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA;;ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA;25126;CAJICÁ;Adultos;41;;
ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA;;ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA;25126;CAJICÁ;Intensiva Adultos;6;;
ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA;;ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA;25126;CAJICÁ;Intermedia Adultos;7;;
ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA;;ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA;25126;CAJICÁ;Pediátrica;5;;
E.S.E. HOSPITAL SAN RAFAEL DE CAQUEZA;;E.S.E. HOSPITAL SAN RAFAEL DE CAQUEZA;25151;CAQUEZA;ANESTESIA;1;;
E.S.E. HOSPITAL SAN RAFAEL DE CAQUEZA;;E.S.E. HOSPITAL SAN RAFAEL DE CAQUEZA;25151;CAQUEZA;ATENCIÓN DEL PARTO;1;;
E.S.E. HOSPITAL SAN RAFAEL DE CAQUEZA;;E.S.E. HOSPITAL SAN RAFAEL DE CAQUEZA;25151;CAQUEZA;CARDIOLOGÍA;1;;
E.S.E. HOSPITAL SAN RAFAEL DE CAQUEZA;;E.S.E. HOSPITAL SAN RAFAEL DE CAQUEZA;25151;CAQUEZA;CIRUGÍA DERMATOLÓGICA;1;;
E.S.E. HOSPITAL SAN RAFAEL DE CAQUEZA;;E.S.E. HOSPITAL SAN RAFAEL DE CAQUEZA;25151;CAQUEZA;CIRUGÍA GASTROINTESTINAL;1;;
E.S.E. HOSPITAL SAN RAFAEL DE CAQUEZA;;E.S.E. HOSPITAL SAN RAFAEL DE CAQUEZA;25151;CAQUEZA;CIRUGÍA GENERAL;2;;
E.S.E. HOSPITAL SAN RAFAEL DE CAQUEZA;;E.S.E. HOSPITAL SAN RAFAEL DE CAQUEZA;25151;CAQUEZA;CIRUGÍA GINECOLÓGICA;1;;
E.S.E. HOSPITAL SAN RAFAEL DE CAQUEZA;;E.S.E. HOSPITAL SAN RAFAEL DE CAQUEZA;25151;CAQUEZA;CIRUGÍA MAXILOFACIAL;2;;
E.S.E. HOSPITAL SAN RAFAEL DE CAQUEZA;;E.S.E. HOSPITAL SAN RAFAEL DE CAQUEZA;25151;CAQUEZA;CIRUGÍA OFTALMOLÓGICA;1;;
E.S.E. HOSPITAL SAN RAFAEL DE CAQUEZA;;E.S.E. HOSPITAL SAN RAFAEL DE CAQUEZA;25151;CAQUEZA;CIRUGÍA ORAL;2;;
